internal_id,closest_1,closest_2,closest_3
1267,1269,221,231
1268,30642,231,221
1269,221,233,1008
1,2,3,4
71,106,275,464
1008,1272,7069,26564
19,93,105,259
1274,30695,160,30694
1275,160,30694,161
308,751,1264,1266
1,2,3,4
19,93,105,259
1,2,3,4
1,2,3,4
49,252,568,569
1282,1525,6508,22977
1,2,3,4
1284,30696,2372,2749
1285,3526,1113,829
1286,825,828,201
1287,3111,23091,65
1,2,3,4
1289,825,1116,1117
1290,1200,28423,383
163,386,1059,1291
163,386,1059,1291
1293,26628,2354,26509
1294,2356,3243,26515
1295,26465,29502,34569
1,2,3,4
1297,27449,1299,26500
1298,26630,806,3692
1299,26500,26512,3242
1300,1302,26517,3244
1301,26517,3244,26631
1302,26498,1299,26500
1303,29520,1299,26500
1304,26633,2357,3245
1305,452,26519,26633
1306,26634,29531,2357
804,1307,3527,3670
1,2,3,4
1309,1303,29520,23206
1310,26636,1235,384
1311,2359,26287,23749
269,710,1312,26516
838,1313,2369,3218
1314,804,1307,3527
1315,3456,844,3504
1316,1395,26528,2360
1317,3702,278,279
1207,1318,28530,28520
704,1209,1319,3662
1320,1395,459,1321
1321,26435,26431,26641
1322,26435,1321,26431
1323,461,30396,30399
1324,26642,26443,1321
1325,697,26643,465
1326,695,466,32590
1,2,3,4
1328,1529,1537,1597
1329,1429,1591,3844
1330,26466,26483,26486
1,2,3,4
1332,472,471,26646
1333,304,2362,5571
1334,26507,701,3247
1335,26510,26647,704
1336,26648,26514,3250
1337,27471,22,23749
1338,26520,64,2758
1339,30465,26524,2364
1340,6875,26525,531
1341,26611,2659,1224
1342,26614,914,26650
1343,26616,26489,26613
1344,26651,915,26617
1345,26620,30382,989
1346,26620,26652,26857
1,2,3,4
1,2,3,4
1,2,3,4
1,2,3,4
1,2,3,4
1352,26470,12902,34222
1353,26477,4349,2925
1354,7940,6969,7641
1355,26484,2121,24190
1356,6342,6346,6370
1357,26496,29832,5545
1358,26501,26521,16454
171,242,244,251
1,2,3,4
1365,26432,26554,30361
1366,26560,2342,3225
1367,26560,2342,3225
415,765,1368,2339
1369,3226,26565,26445
1,2,3,4
1371,1373,2346,26450
1372,26577,338,28278
1373,1371,26623,30370
1374,28193,26623,17
1375,30433,3492,23207
1376,1178,26624,2590
1377,348,3964,21200
1378,30424,26625,1080
1,2,3,4
1380,1086,1378,28204
1381,26424,26521,94
1382,26430,3239,26627
1383,26442,26627,26499
1384,3240,26505,796
1,2,3,4
1,2,3,4
1,2,3,4
264,1389,2303,3385
1,2,3,4
1,2,3,4
1393,1403,3227,25076
1394,1302,34569,23206
1395,1320,1316,2360
1396,1336,26514,2363
112,1397,15,18
1,2,3,4
1399,23490,34564,270
277,1400,3770,377
1401,278,3702,28470
1402,3758,30350,3773
1403,2042,3771,30490
1182,1404,28143,28321
1405,30432,6024,1431
1406,3402,23730,2758
1407,736,3732,2546
1408,1459,787,3471
1409,1452,5994,26649
1410,591,2380,6095
1411,465,32590,3298
1412,1444,30843,699
1413,24,30453,2641
1414,23768,3405,2758
1415,6006,30432,697
1416,1436,789,1222
1417,2499,1430,6526
1418,1427,26498,3242
1419,551,418,209
1420,30432,6024,465
1421,1329,1429,1591
1422,1434,5631,30566
1423,310,30659,876
1424,1428,1448,33964
1425,2624,3518,1413
1426,12,3449,7578
1427,1418,1451,1314
1428,6033,1424,1436
1329,1429,1591,3844
1430,1417,697,1325
1431,3510,1405,699
1432,2624,1442,2645
1433,7023,1155,1435
1434,5631,591,2380
1435,1155,27689,1433
1436,6033,1416,1428
1437,30651,3524,2652
1438,3524,30651,3696
1439,37,30651,30514
1440,1460,30550,30626
1441,500,2623,1447
1442,1432,2645,6028
713,1443,30842,1127
1444,30843,1442,699
317,395,400,532
1446,30845,2641,30536
1447,33963,5998,6886
1448,33964,1222,30536
1449,1224,1219,30582
1450,2667,7037,781
1451,3684,1427,1314
1452,1409,6033,1428
1453,530,4437,28412
1454,246,30651,3465
1455,5994,6052,3694
1456,23253,782,2440
1457,978,1437,1222
1458,30609,50,22340
1459,1408,787,15489
1460,1440,30550,30626
46,51,590,776
1462,592,1025,6849
1463,22343,7515,3480
1464,5626,7062,6828
1465,30512,2663,5999
1466,26621,787,182
1467,495,499,917
1468,2430,363,2625
1469,5245,4455,8224
1,2,3,4
1,2,3,4
1472,29753,1511,21007
1,2,3,4
1,2,3,4
1477,1497,1503,1508
1479,26547,3217,26417
1480,26469,2349,30375
1481,2354,34566,26628
1482,26852,2363,223
1483,2371,29570,30341
1,2,3,4
1485,211,34521,3499
1486,27818,27812,2968
1487,2948,2821,2934
1488,1512,32755,23170
1489,2762,6848,17909
1,2,3,4
1491,1624,5514,5290
1492,4361,4376,5244
1493,8521,29832,5545
1494,1603,5637,7801
1495,1502,2823,2963
1,2,3,4
1477,1497,1503,1508
1498,29873,3071,22352
1499,2985,1495,1502
1500,2818,19260,34441
1501,11127,29620,30459
1495,1502,2823,2963
1477,1497,1503,1508
1504,5560,4515,4390
